SNo,Cluster Code,School Name,Region name,School category,School Management,Location,School type,Number of students,Boys,Girls,Male teachers,Female teachers
1555,19170110219,RAIPUR GIRLS HIGH SCHOOL,WARD-99,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,103,103,0,11
1556,19170110202,SREE COLONY LAXMIPRIYA SISHU V,WARD-99,Primary,Department of Education,Urban,Co-Educational,10,4,14,1,1
,,Cluster Code & Name:,1917010066,RAM KAMAL VIDYANIKETAN,,,,,,,,
1557,19170111702,C.N.I BOYS' SCHOOL JR. BASIC,WARD-114,Primary,Department of Education,Urban,Boys only,250,0,250,1,0
1558,19170111814,AYESHA KHATOON VIDYA NIKETAN,WARD-115,Primary,Department of Education,Urban,Co-Educational,44,44,88,3,1
1559,19170111810,KASHI NATH SAHA VIDYAPITH,WARD-115,Primary,Department of Education,Urban,Co-Educational,12,15,27,1,1
1560,19170111801,PASCHIM PUTIARY SUKHRAN. VIDY.,WARD-115,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,139,105,244,21,15
1561,19170111819,PUTIARY B. M TEWARY INST (P& K.G),WARD-115,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,11
1562,19170111803,PUTIARY BRAJA MOHAN TEW.GRL.HS,WARD-115,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,394,394,0,34
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1563,19170111805,SANTI NIKETAN HINDI VIDYALAYA,WARD-115,Primary,Department of Education,Urban,Co-Educational,21,37,58,3,0
1564,19170111809,SREE SARALATA DEVI BALIKA BIDY,WARD-115,Primary,Department of Education,Urban,Co-Educational,24,18,42,0,6
1565,19170111817,ST. JHON SCHOOL,WARD-115,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,3,4
1566,19170111807,SUKHARANJAN VIDYA MAN P.P. SCH,WARD-115,Primary,Department of Education,Urban,Co-Educational,25,31,56,2,1
1567,19170111806,SUKHARANJAN VIDYA MAN(AID) H.P,WARD-115,Primary,Department of Education,Urban,Co-Educational,34,22,56,0,3
1568,19170111910,BANINIKETAN PRIMARY SCHOOL,WARD-116,Primary,Department of Education,Urban,Co-Educational,30,34,64,1,3
1569,19170111908,CHANDITALA BALAK SANGHA PRY SCH,WARD-116,Primary,Department of Education,Urban,Co-Educational,45,42,87,1,5
1570,19170111907,DR. JADAB GHOSH VIDYA MANDIR,WARD-116,Primary,Department of Education,Urban,Co-Educational,40,35,75,2,3
1571,19170111905,KAMALA SISHU MAHAL,WARD-116,Primary,Department of Education,Urban,Co-Educational,47,53,100,3,2
1572,19170111904,SENHATI SIKSHA NIKETAN,WARD-116,Primary,Department of Education,Urban,Co-Educational,71,76,147,2,5
1573,19170111903,SWARUP MAZUMDER INSTITUTION,WARD-116,Primary,Department of Education,Urban,Co-Educational,32,33,65,1,3
1574,19170111901,VIDYASAGAR VIDYABHABAN,WARD-116,Primary,Department of Education,Urban,Co-Educational,78,58,136,7,3
1575,19170112011,BAL HINDI VIDYALAYA,WARD-117,Primary,Department of Education,Urban,Co-Educational,90,62,152,5,3
1576,19170112016,BAL HINDI VIDYALAYA JR. HIGH SCHOOL,WARD-117,Upper Primary only,Department of Education,Urban,Co-Educational,47,44,91,2,0
1577,19170112007,SAHAPUR G.S.F.P SCHOOL,WARD-117,Primary,Department of Education,Urban,Co-Educational,21,23,44,3,2
1578,19170112003,SAHAPUR MATHURANATH PRY.SCH.,WARD-117,Primary,Department of Education,Urban,Co-Educational,71,49,120,3,4
1579,19170112008,SAHAPUR MATHURANATH VID. H.S.,WARD-117,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,386,0,386,23,2
1580,19170112006,SAHAPUR SISHU SIKSHALAYA,WARD-117,Primary,Department of Education,Urban,Co-Educational,11,13,24,2,1
1581,19170112002,SAHAPUR SISHU SIKSHALAYA JR. H,WARD-117,Upper Primary only,Department of Education,Urban,Co-Educational,32,43,75,2,2
1582,19170112009,SARBODAY PRIMARY SCHOOL,WARD-117,Primary,Department of Education,Urban,Co-Educational,23,28,51,1,2
1583,19170112004,SIBKALI PRATHAMIK VIDYAPITH,WARD-117,Primary,Department of Education,Urban,Co-Educational,41,41,82,4,1
1584,19170112113,AGARWAL HINDI JR. HIGH SCHOOL(M),WARD-118,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,2
1585,19170112110,AGARWAL HINDI VIDYALAYA,WARD-118,Primary,Department of Education,Urban,Co-Educational,56,55,111,2,4
1586,19170112109,DEBNAGAR PRIMARY SCHOOL,WARD-118,Primary,Department of Education,Urban,Co-Educational,45,39,84,1,2
1587,19170112107,MOKSHADAMAYEE PRATHAMICK VIDYALAYA,WARD-118,Primary,Department of Education,Urban,Co-Educational,23,18,41,2,2
1588,19170112106,SAHAPUR HARENDRANATH VIDYAPITH,WARD-118,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,257,0,257,27,10
1589,19170112101,SAHAPUR SABITRI BALIKA VIDYALA,WARD-118,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,178,178,0,29
1590,19170112302,BEHALA JOYSHRI SIKSHANIKETAN,WARD-120,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,49,39,88,10,3
1591,19170112402,BANINIKETAN HIGH SCHOOL,WARD-121,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,51,62,113,9,1
1592,19170112403,BARISHA HIGH SCHOOL,WARD-121,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,1047,0,1047,35,15
1593,19170112407,BARISHA U.B.V.MANDIR(PRIMARY),WARD-121,Primary,Department of Education,Urban,Co-Educational,281,118,399,6,9
1594,19170112401,BEHALA ISWAR CHANDRA MITRA VIDYALA,WARD-121,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,56,0,56,6,1
1595,19170112409,ISWAR CHARDRA MITRA BALIKA VDM,WARD-121,Primary,Department of Education,Urban,Co-Educational,25,26,51,2,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1596,19170112406,ISWAR CHARDRA MITRA VIDYALAYA,WARD-121,Upper Primary only,Department of Education,Urban,Girls only,0,78,78,0,3
1597,19170112404,SIRITY PRATHAMICK VIDYALAYA,WARD-121,Primary,Department of Education,Urban,Co-Educational,19,15,34,1,2
1598,19170112508,HARIDEVPUR ADARSHA VIDYAPITH,WARD-122,Primary,Department of Education,Urban,Co-Educational,20,17,37,2,2
1599,19170112507,KEORAPUKUR U.C.N.I.GIRLS PRI S,WARD-122,Primary,Department of Education,Urban,Girls only,0,317,317,0,3
1600,19170112501,KEORAPUKUR UCNI GIRLS HIGH,WARD-122,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,425,425,0,9
1601,19170112506,RAMKAMAL VIDYANIKETAN,WARD-122,Primary,Department of Education,Urban,Co-Educational,47,45,92,5,1
1602,19170112509,SODEPUR BALIKA VIDYALAYA(HIGH),WARD-122,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,296,296,0,15
1603,19170112505,SODEPUR G.S.F.P. SCHOOL,WARD-122,Primary,Department of Education,Urban,Co-Educational,69,58,127,2,6
1604,19170112503,SODEPUR SREEMANTA VIDYPITH(HS),WARD-122,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,314,0,314,12,4
1605,19170112504,SREEMANTA VIDYAPITH,WARD-122,Primary,Department of Education,Urban,Co-Educational,83,68,151,3,3
1606,19170112629,VOICE OF WORLD,WARD-123,Primary,Tribal/Social Welfare Dept.,Urban,Co-Educational,40,40,80,5,0
1607,19170112705,BARISHA VIVEKANAN GIRLS H.S.,WARD-124,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,423,423,0,18
1608,19170113121,BLESSED MARY'S SCHOOL,WARD-128,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,2,14
1609,19170113120,PANCHAJANYA SISHU SIKSHA NIKETAN,WARD-128,Primary,Un-Recognised,Urban,Co-Educational,0,0,0,0,7
1610,19170113119,SIKSHA PITH,WARD-128,Primary,Un-Recognised,Urban,Co-Educational,0,0,0,1,6
1611,19170108422,KASHISWARI GIRLS PRY SCHOOL,WARD-81,Primary,Department of Education,Urban,Girls only,0,49,49,1,3
,,Cluster Code & Name:,1917010067,RAM NARAYAN PALLY G.S.F.P,,,,,,,,
1612,19170112816,SARSUNA HEM CH. NASKAR VDP. HI,WARD-125,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,94,78,172,7,3
1613,19170112813,ST. ELIZABETH GIRLS JR. H SCHO,WARD-125,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,82,82,0,5
1614,19170112817,WEST BARISHA KAMALA VIDYAMAN.,WARD-125,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,185,178,363,7,4
1615,19170112931,UPENDRANATH VIDYAPITH (DAY),WARD-126,Primary,Department of Education,Urban,Co-Educational,5,5,10,2,0
1616,19170113005,MOHANTA KUMAR SIKSHA NIKETAN(M),WARD-127,Primary,Department of Education,Urban,Co-Educational,29,40,69,2,0
1617,19170113021,NAVADIGANTA HIGH SCHOOL(MODEL),WARD-127,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,10
1618,19170113001,NETAJI VIDYAPITH GSFP SCHOOL,WARD-127,Primary,Department of Education,Urban,Co-Educational,40,29,69,0,4
1619,19170113022,SARSUNA GIRLS HIGH SCHOOL,WARD-127,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,904,904,0,36
1620,19170113010,SARSUNA GIRLS SCHOOL,WARD-127,Primary,Department of Education,Urban,Co-Educational,41,166,207,4,4
1621,19170113017,SISHU TIRTHA,WARD-127,Primary,Pvt. Unaided,Urban,Co-Educational,60,38,98,1,9
1622,19170113114,GANGARAMPUR GIRLS HIGH SCHOOL,WARD-128,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,157,157,0,8
1623,19170113123,KMCP SATGRAM SHISHU SHIKSHA NIKETAN,WARD-128,Primary,Department of Education,Urban,Co-Educational,45,43,88,3,0
1624,19170113115,PARUI RADHAKRISHANA VIDYAPITH,WARD-128,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,59,41,100,8,3
1625,19170113110,SOVA SONA SMRITI G.S.F.P.SCHOOL,WARD-128,Primary,Department of Education,Urban,Co-Educational,28,31,59,0,2
1626,19170113213,BEHALA ARYYA VIDYAMANDIR,WARD-129,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,452,0,452,22,2
1627,19170113211,JOYRAMPUR GIRLS JR. HIGH SCHOO,WARD-129,Upper Primary only,Department of Education,Urban,Girls only,0,76,76,0,4
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1628,19170113214,PARNASREE SATIPRASANNA VDP.,WARD-129,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,97,30,127,6,6
1629,19170113222,S.S. PUBLIC SCHOOL (CBSC),WARD-129,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,113,60,173,2,16
1630,19170113207,SOUDAMINI SIKSHA SADAN,WARD-129,Primary,Department of Education,Urban,Co-Educational,60,45,105,2,3
1631,19170113308,BEHALA SHYAMA SUNDARI VIDP.,WARD-130,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,693,693,0,31
1632,19170113516,ALIPORE TAKSHAL VID FOR GIRLS,WARD-132,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,610,610,0,7
1633,19170113517,ALIPORE TAKSHAL VIDYPITH(H.S.),WARD-132,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,763,0,763,21,6
1634,19170113509,BEHALA AZAD HIND BALIKA VID,WARD-132,Upper Primary only,Department of Education,Urban,Girls only,0,70,70,0,6
1635,19170113512,BEHALA AZAD HIND VIDYALAYA.,WARD-132,Up. Primary with sec./H.sec,Department of Education,Urban,Co-Educational,108,0,108,10,0
,,Cluster Code & Name:,1917010009,RAMJOY SEAL SISHU PATHSAL,,,,,,,,
1636,19170101911,CALCUTTA JUBILEE INSTITUTION,WARD-17,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,111,0,111,6,5
1637,19170101903,CALCUTTA VIDYA BHAWAN DAY GSFP,WARD-17,Primary,Department of Education,Urban,Co-Educational,52,22,74,0,4
1638,19170101915,CALCUTTA VIDYABHABAN,WARD-17,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,120,0,120,9,0
1639,19170101908,SAMATA PRATHMIK VIDYALAYA,WARD-17,Primary,Department of Education,Urban,Co-Educational,58,38,96,4,1
1640,19170101906,SATYEN NATH DUTTA SAMRITIP. VI,WARD-17,Primary,Department of Education,Urban,Co-Educational,30,17,47,3,2
1641,19170101901,THE BHAGABATI INSTITUTION,WARD-17,Primary,Department of Education,Urban,Co-Educational,8,13,21,1,2
1642,19170102002,RADHA KRISHAN VIDYAPITH,WARD-18,Primary,Department of Education,Urban,Co-Educational,15,10,25,2,1
1643,19170102003,RAMJOY SEAL SISHU PATHSHALA,WARD-18,Primary,Department of Education,Urban,Girls only,0,278,278,2,9
1644,19170102005,SARASWATI INSTITUTION,WARD-18,Primary,Department of Education,Urban,Co-Educational,10,7,17,0,3
1645,19170102007,SHREE RAM VIDYALAYA,WARD-18,Primary,Department of Education,Urban,Co-Educational,11,21,32,3,1
1646,19170102004,SHREE SARASWATI PATHSALA,WARD-18,Primary,Department of Education,Urban,Co-Educational,28,47,75,4,1
1647,19170102001,SHRI GOURISHANKER BAL VIDYALAY,WARD-18,Primary,Department of Education,Urban,Co-Educational,30,28,58,3,0
1648,19170102010,SREE VIDYANIKETAN,WARD-18,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,37,0,37,10,1
1649,19170102006,ST.JOHN PRY. SCHOOL,WARD-18,Primary,Department of Education,Urban,Co-Educational,25,27,52,2,2
1650,19170102008,VARNASHRAM SIKSHAYATAN,WARD-18,Primary,Department of Education,Urban,Co-Educational,8,10,18,0,2
1651,19170103914,GOVT.SPON MULTIPURPOSE(B)TAKI,WARD-36,Pr. with Up.Pr. & sec./H.Sec.,Department of Education,Urban,Boys only,701,0,701,25,18
1652,19170103908,K.M.C.8/1 GURI PARA ROAD (DAY),WARD-36,Primary,Local body,Urban,Co-Educational,25,30,55,2,1
1653,19170103910,"K.M.C.P.SCHOOL(D)10,HARSI STRE",WARD-36,Primary,Local body,Urban,Co-Educational,74,80,154,1,3
1654,19170103909,K.M.C.P.SCHOOL(D)NAFARKOLBAYRD,WARD-36,Primary,Local body,Urban,Co-Educational,74,90,164,1,3
1655,19170104025,ALL INDIA MOULANA AZAD SOCIAL ORG.,WARD-37,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,2
1656,19170104017,"K.M.C.,SURJA SEN ST.(DAY)",WARD-37,Primary,Local body,Urban,Co-Educational,6,17,23,2,0
1657,19170104016,"K.M.C.P.SCHOOL(D)10D,P.B.LANE,KOL-9",WARD-37,Primary,Local body,Urban,Co-Educational,12,9,21,2,1
1658,19170104006,MADHYA KALIKATA BALIKA VID,WARD-37,Primary,Department of Education,Urban,Co-Educational,4,12,16,0,2
1659,19170104028,MITRA INSTITUTION (MAIN),WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,80,0,80,17,2
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1660,19170104026,PASCHIM BANGA ADARSH VIDYALAYA,WARD-37,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,1
1661,19170104027,SHIKSHALAYA PRAKALPO,WARD-37,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,0,2
1662,19170104022,SILVER POINT SCHOOL,WARD-37,Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,1,3
1663,19170104020,ST. PAUL'S HIGH SCHOOL,WARD-37,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,304,0,304,23,2
1664,19170104023,SULEMANIA JAMIATUL QURESH JR. H.S.,WARD-37,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,0
1665,19170104121,BRAHMO BOYS SCHOOL,WARD-38,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,120,0,120,9,3
1666,19170104105,HINDU ACADEMY,WARD-38,Primary,Department of Education,Urban,Co-Educational,26,30,56,1,2
1667,19170104116,K.M.C.P.SCHOOL(M)S.F.C.M.STREE,WARD-38,Primary,Local body,Urban,Co-Educational,40,40,80,1,0
1668,19170104113,NEW NARISIKSHA SADAN GIRLS HIG,WARD-38,Primary,Department of Education,Urban,Co-Educational,2,4,6,0,1
1669,19170104215,K.M.C.P.82 MADANMOHAN B.S.(M),WARD-39,Primary,Local body,Urban,Girls only,0,58,58,0,2
1670,19170104213,K.M.C.P.SCHOOL 4MARCUS SQUARE(,WARD-39,Primary,Local body,Urban,Girls only,0,60,60,0,3
1671,19170104214,"K.M.C.P.SCHOOL(D)82,M.M.BURMAN",WARD-39,Primary,Local body,Urban,Boys only,54,0,54,3,0
1672,19170104218,SHREE VISHUDDHANAND S.VID.PRY,WARD-39,Primary,Pvt. Aided,Urban,Boys only,265,0,265,5,0
1673,19170104307,EDUCATION CORNER GIRLS HS SCH,WARD-40,Primary with Upper Primary,Pvt. Unaided,Urban,Co-Educational,9,12,21,0,4
1674,19170104310,K.M.C.18 KANAI DHAR LANE (M),WARD-40,Primary,Department of Education,Urban,Co-Educational,16,15,31,0,3
1675,19170104806,"K.M.C.7,EZRA STREET (DAY)",WARD-45,Primary,Local body,Rural,Co-Educational,58,72,130,2,2
1676,19170104808,"K.M.C.SCH (M) 7,EZRA STREET",WARD-45,Primary,Department of Education,Urban,Co-Educational,56,37,93,2,1
1677,19170104803,RAJBHAVAN FREE PRY. SCH.(U-1),WARD-45,Primary,Department of Education,Urban,Co-Educational,24,19,43,2,1
1678,19170104903,LORETO DAY SCHOOL(DHARMATALA),WARD-46,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Aided,Urban,Girls only,0,700,700,0,20
1679,19170104904,LORETO FREE SCHOOL,WARD-46,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Girls only,0,0,0,3,3
1680,19170105007,16/1A SRINATH DAO LANE K.M.C.P,WARD-47,Primary,Local body,Urban,Co-Educational,38,29,67,1,1
1681,19170105013,ELIAS MEYER FREE SCHOOL,WARD-47,Primary with Upper Primary,Pvt. Unaided,Urban,Boys only,0,0,0,3,3
1682,19170105002,JAN SEVAK VIDYALAYA,WARD-47,Primary,Department of Education,Urban,Co-Educational,44,34,78,2,2
1683,19170105004,JOGENDRA INSTITUTION,WARD-47,Primary,Department of Education,Urban,Co-Educational,20,7,27,2,0
1684,19170105008,K.M.C SCH(D). 16 JADUNATH.D.RD,WARD-47,Primary,Local body,Urban,Co-Educational,32,33,65,1,2
1685,19170105006,K.M.C.P.SCHOOL (D)19T.ST.KOL-7,WARD-47,Primary,Local body,Urban,Co-Educational,23,11,34,2,0
1686,19170105012,"LORETO FREE SCHOOL,BOWBAZAR",WARD-47,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Girls only,0,0,0,2,3
1687,19170105107,K.M.C.P. SCH(D)37DR.GAGABANDHU,WARD-48,Primary,Local body,Urban,Co-Educational,16,4,20,2,1
1688,19170105103,SWAMIJI VIDYAPITH,WARD-48,Primary,Department of Education,Urban,Co-Educational,29,22,51,1,3
1689,19170105205,"K.M.C.16, NOOR MD. LANE",WARD-49,Primary,Local body,Urban,Co-Educational,22,15,37,3,0
1690,19170105206,"K.M.C.34,SURYA SEN ST.(D)",WARD-49,Primary,Local body,Urban,Co-Educational,55,25,80,3,1
1691,19170105207,SURENDRANATH COLLG. SCH(BOYS),WARD-49,Primary,Department of Education,Urban,Co-Educational,7,16,23,2,1
1692,19170105301,BAPU HINDU VIDYALAYA,WARD-50,Primary,Department of Education,Urban,Co-Educational,13,12,25,2,1
State Name :,WEST BENGAL,,District Code & Name :,1917,KOLKATA,,Total Schools in this district :,,2723,Year,:,2011-12
1693,19170105313,LORETO DAY SCHOOL SEALDAH,WARD-50,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Girls only,0,0,0,1,11
1694,19170105310,RAJ RAJESWARI GIRLS (M) K.M.,WARD-50,Primary,Local body,Urban,Co-Educational,19,25,44,2,0
1695,19170105311,RAJ RAJESWARI GIRLS(MOD) KMC,WARD-50,Primary,Local body,Urban,Co-Educational,19,25,44,2,0
1696,19170105312,SASHI BHUSAN DEY(D)K.M.C.P. SC,WARD-50,Primary,Local body,Urban,Co-Educational,7,218,225,0,8
1697,19170105314,UNION CHAPEL SCHOOL,WARD-50,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Co-Educational,0,0,0,4,26
1698,19170105409,LEE MEMORIAL GIRL'S HIGH SCH.,WARD-51,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,179,179,0,8
1699,19170105405,LEE MEMORIAL GIRLS SCHOOL,WARD-51,Primary,Department of Education,Urban,Girls only,0,115,115,0,2
1700,19170105403,RANI RASHMONI HIGH SCHOOL(P),WARD-51,Primary,Department of Education,Urban,Co-Educational,138,15,153,7,5
1701,19170105501,ADARASH VIDYALAYA JANBAZAR,WARD-52,Primary,Department of Education,Urban,Co-Educational,55,43,98,3,4
1702,19170105502,"K.M.C.3,GOAL TUILANE, KOL-13",WARD-52,Primary,Local body,Urban,Co-Educational,26,30,56,3,1
1703,19170105503,K.M.C.P. SCHOOL(D)3,WARD-52,Primary,Local body,Urban,Co-Educational,83,66,149,2,2
1704,19170105504,ST. ANTHONY'S HIGH SCHOOL,WARD-52,Pr. with Up.Pr. & sec./H.Sec.,Pvt. Unaided,Urban,Boys only,0,0,0,4,6
1705,19170105608,"K.M.C.33,GARDENER LANE(D)",WARD-53,Primary,Department of Education,Urban,Co-Educational,10,7,17,2,1
1706,19170105607,K.M.C.49/1 DURGA CHARAN DOCT.,WARD-53,Primary,Local body,Urban,Co-Educational,35,47,82,1,1
1707,19170105609,"K.M.C.SCHOOL(M)33,GOURENDRALAN",WARD-53,Primary,Local body,Urban,Co-Educational,15,17,32,1,3
1708,19170105604,SHRIKRISHNA CHANDRA ADRASH VID,WARD-53,Primary,Department of Education,Urban,Co-Educational,17,35,52,2,0
1709,19170105603,ST. ANNE'S FREE PRY. SCHOOL,WARD-53,Primary,Department of Education,Urban,Co-Educational,178,64,242,0,5
1710,19170105612,ST. JOHN BERCHMANS' SCHOOL,WARD-53,Primary,Pvt. Unaided,Urban,Boys only,0,0,0,0,11
1711,19170105606,ST. PETERS HIGH SCHOOL,WARD-53,Up. Primary with sec./H.sec,Department of Education,Urban,Boys only,339,0,339,9,6
1712,19170105605,ST. TERESA'S G.P. SCHOOL,WARD-53,Primary,Department of Education,Urban,Co-Educational,170,125,295,0,7
1713,19170105602,TALTALA GIRLS PRIMARY,WARD-53,Primary,Department of Education,Urban,Co-Educational,23,12,35,0,4
1714,19170105601,TALTALA H.S. SCHOOL(PRY SEC),WARD-53,Primary,Department of Education,Urban,Co-Educational,19,19,38,0,3
1715,19170105611,TALTALA HIGH SCH.FOR GIRLS',WARD-53,Up. Primary with sec./H.sec,Department of Education,Urban,Girls only,0,68,68,0,9
1716,19170105709,K.M.C.P. SCH (D) 35 CANTOPLANE,WARD-54,Primary,Local body,Urban,Boys only,87,0,87,2,0
